id,title,name,info,image_thumb,image_full,type,category,price,collection,s,m,l,xl,slug 
67,Bail Blue New Balance Kid's FuelCore Reveal Boa V2 Alternative Closure Running Shoe,Bail Blue New Balance Kid's,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/71gUKlVp7qL._AC_SX500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/71AXgXXzWHL._AC_SX500._SX._UX._SY._UY_.jpg,Casual,Boys,54.03,reqular,2,5,5,3,bail-blue-new-balance-kids
68,Black adidas Kids' Grand Court Sneaker,Black adidas Kids' Grand Court,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/519d2EQX2rL._AC_UY500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61oAHX3u7BL._AC_UX500_.jpg,Casual,Boys,54.03,reqular,4,4,0,3,black-adidas-kids-grand-court
69,Blue adidas Kids' Grand Court Sneaker,Blue adidas Kids' Grand Court,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/71DKBhCmAHL._AC_SX500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/71KptQQq14L._AC_SX500._SX._UX._SY._UY_.jpg,Casual,Boys,54.03,reqular,4,5,3,3,blue-adidas-kids-grand-court
70,Dark Blue adidas Kids' Grand Court Sneaker,Dark Blue adidas Kids' Grand,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/71DLYmju-XL._AC_SX500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/71DLYmju-XL._AC_SX500._SX._UX._SY._UY_.jpg,Casual,Boys,54.03,reqular,1,5,5,5,dark-blue-adidas-kids-grand
71,Pink Under Armour Kids' Pre School Impulse Alternative Closure Sneaker,Pink Under Armour Kids' Pre,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/818h1Ws0CgL._AC_SX500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/710EM4oguoL._AC_SX500._SX._UX._SY._UY_.jpg,Casual,Girls,55.03,new_arrival,1,2,0,3,pink-under-armour-kids-pre
72,Purple Dusk Under Armour Kids' Pre School Impulse Alternative Closure Sneaker,Purple Dusk Under Armour Kids',"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/71cp8piaw8L._AC_SX500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/716s8QIpaoL._AC_SX500._SX._UX._SY._UY_.jpg,Casual,Girls,56.03,new_arrival,1,1,5,5,purple-dusk-under-armour-kids
73,KEEN Kids' Venice H2 Closed Toe Water Sandal,KEEN Kids' Venice H2 Closed,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/712OH6iQcAL._AC_UX500_.jpg,https://images-na.ssl-images-amazon.com/images/I/719I-KUy-IL._AC_UX500_.jpg,Casual,Girls,57.03,reqular,3,2,1,4,keen-kids-venice-h2-closed
74,Pink New Balance Kid's FuelCore Reveal Boa V2 Alternative Closure Running Shoe,Pink New Balance Kid's FuelCore,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/71Fprt+lmxL._AC_SX500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/813yIm7JmlL._AC_SX500._SX._UX._SY._UY_.jpg,Casual,Girls,58.03,reqular,0,4,5,5,pink-new-balance-kids-fuelcore
75,Red New Balance Kid's FuelCore Reveal Boa V2 Alternative Closure Running Shoe,Red New Balance Kid's FuelCore,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/71ww56ytGLL._AC_SX500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/81vAyypawsL._AC_SX500._SX._UX._SY._UY_.jpg,Casual,Girls,59.03,reqular,4,1,3,1,red-new-balance-kids-fuelcore
76,Pink adidas Kids' Grand Court Sneaker,Pink adidas Kids' Grand Court,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/71CAaUfZpkL._AC_SX500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/71LzSjo8RrL._AC_SX500._SX._UX._SY._UY_.jpg,Casual,Girls,60.03,reqular,0,5,4,1,pink-adidas-kids-grand-court
77,Gold adidas Kids' Grand Court Sneaker,Gold adidas Kids' Grand Court,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/71jtRyPx2SL._AC_SX500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/71cUGlMln4L._AC_SX500._SX._UX._SY._UY_.jpg,Casual,Girls,61.03,reqular,1,5,1,2,gold-adidas-kids-grand-court
78,KEEN Kids' Newport H2 Sandal,KEEN Kids' Newport H2 Sandal,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/81Joj%2B17DTL._AC_UX500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71HAjGH-F8L._AC_UX500_.jpg,Casual,Girls,62.03,reqular,0,0,1,2,keen-kids-newport-h2-sandal
79,adidas Kids' Hoops Mid 2.0 Basketball Shoe,adidas Kids' Hoops Mid 2.0,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/71Qwk4IS2QL._AC_UY500_.jpg,https://images-na.ssl-images-amazon.com/images/I/817fg7HC4mL._AC_UX500_.jpg,Casual,Girls,63.03,reqular,3,5,3,5,adidas-kids-hoops-mid-2.0
80,New Balance Kid's Fresh Foam Arishi V2 Bungee Running Shoe,New Balance Kid's Fresh Foam,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/81P8XyYVGmL._AC_UX500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81gRNqyWOcL._AC_UX500_.jpg,Casual,Girls,64.03,reqular,1,1,2,2,new-balance-kids-fresh-foam
81,Black Mens Handmade Leather Traditional Peshawari Chappal Boys Outdoor Walk Summer Shoes Adults Formal Casual Occasions Sandals US 8-13,Black Mens Handmade Leather Traditional,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/61hGLDL5MyL._AC_UY500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61OtWFh8c7L._AC_UX500_.jpg,eid_collection,men ,128.9,eid_collection,4,1,2,3,black-mens-handmade-leather-traditional
82,Burgundy Mens Handmade Leather Traditional Peshawari Chappal Boys Outdoor Walk Summer Shoes Adults Formal Casual Occasions Sandals US 8-13,Burgundy Mens Handmade Leather Traditional,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/610hGl8kJdL._AC_SY500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/61XAS+qB+xL._AC_SX500._SX._UX._SY._UY_.jpg,eid_collection,men ,129.9,eid_collection,0,0,0,1,burgundy-mens-handmade-leather-traditional
83,Brown Mens Handmade Leather Traditional Peshawari Chappal Boys Outdoor Walk Summer Shoes Adults Formal Casual Occasions Sandals US 8-13,Brown Mens Handmade Leather Traditional,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/61iEITE+XSL._AC_SY500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/61-s36p6RxL._AC_SX500._SX._UX._SY._UY_.jpg,eid_collection,men ,130.9,eid_collection,4,5,4,1,brown-mens-handmade-leather-traditional
84,Indicraft Handcrafted Ethnic Patiyala Punjabi Khussa Sherwani & Wedding Collection,Indicraft Handcrafted Ethnic Patiyala Punjabi,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/61xMviWPoTL._AC_UX500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61FtnTgzAQL._AC_UX500_.jpg,eid_collection,men ,131.9,eid_collection,1,3,0,2,indicraft-handcrafted-ethnic-patiyala-punjabi
85,Step n Style Men's Flat Full Black Zari Khussa Shoes Pakistani Style Punjabi Jutti,Step n Style Men's Flat,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/61EVOpYRlBL._AC_UX500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71JqD0QugWL._AC_UX500_.jpg,eid_collection,men ,132.9,eid_collection,1,1,3,4,step-n-style-mens-flat
86,Silver Girls-Big Kids Mia Casual Shoes,Silver Girls-Big Kids Mia Casual,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/41pxsF8WiyL._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/61XXfItRoyL._AC_UY695_.jpg,eid_collection,Girls,29.98,eid_collection,5,5,4,2,silver-girls-big-kids-mia-casual
87,Black Girls-Big Kids Mia Casual Shoes,Black Girls-Big Kids Mia Casual,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/61+bWZ+40QL._AC_SX500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/61zonLDslvL._AC_SX500._SX._UX._SY._UY_.jpg,eid_collection,Girls,86.99,eid_collection,1,4,5,0,black-girls-big-kids-mia-casual
88,SANDALUP Little Girls Dress Shoes Ballet Flats Inlaid with Pearl and Rhinestone Strap,SANDALUP Little Girls Dress Shoes,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/61dmNL9EYiL._AC_UY500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71W8aLXqT8L._AC_UY500_.jpg,eid_collection,Girls,75.99,eid_collection,4,4,1,2,sandalup-little-girls-dress-shoes
89,Maxu Kid Girl PU Dress Shoe Hook and Loop Bow Flat,Maxu Kid Girl PU Dress,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/51W%2BiFD77WL._AC_UY500_.jpg,https://images-na.ssl-images-amazon.com/images/I/51iW-rekiIL._AC_UY500_.jpg,eid_collection,Girls,50.26,eid_collection,4,2,4,1,maxu-kid-girl-pu-dress
90,DREAM PAIRS Girl's Aurora-03 Mary Jane Ballerina Flat Shoes,DREAM PAIRS Girl's Aurora-03 Mary,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/713-dyU-IKL._AC_SX500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/8156o-MLAdL._AC_SY500._SX._UX._SY._UY_.jpg,eid_collection,Girls,96.65,eid_collection,4,2,0,5,dream-pairs-girls-aurora-03-mary
91,Timberland Adventure Seeker Two-Strap Sandal (Toddler/Little Kid),Timberland Adventure Seeker Two-Strap Sandal,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/61aPsDxTJGL._AC_UX500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71LppjWU9tL._AC_UX500_.jpg,eid_collection,Boys,86.14,eid_collection,0,4,4,0,timberland-adventure-seeker-two-strap-sandal
92,HOBIBEAR Boys Girls Sport Water Sandals Closed-Toe Outdoor(Toddler/Little Kid/Big Kid),HOBIBEAR Boys Girls Sport Water,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/619WgqRbhdL._AC_UY500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71ObUiDaHBL._AC_UY500_.jpg,eid_collection,Boys,87.14,eid_collection,1,0,1,1,hobibear-boys-girls-sport-water
93,Burgundy Kids Handmade Leather Traditional Peshawari Chappal Boys Outdoor Walk Summer Shoes Kids Formal Casual Occasions Sandals,Burgundy Kids Handmade Leather Traditional,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/610hGl8kJdL._AC_SY500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/61XAS+qB+xL._AC_SX500._SX._UX._SY._UY_.jpg,eid_collection,Boys,129.9,eid_collection,4,4,0,1,burgundy-kids-handmade-leather-traditional
94,Brown Kids Handmade Leather Traditional Peshawari Chappal Boys Outdoor Walk Summer Shoes Kids Formal Casual Occasions Sandals,Brown Kids Handmade Leather Traditional,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://m.media-amazon.com/images/I/61iEITE+XSL._AC_SY500._SX._UX._SY._UY_.jpg,https://m.media-amazon.com/images/I/61-s36p6RxL._AC_SX500._SX._UX._SY._UY_.jpg,eid_collection,Boys,130.9,eid_collection,4,5,5,3,brown-kids-handmade-leather-traditional
95,Kids Indicraft Handcrafted Ethnic Patiyala Punjabi Khussa Sherwani & Wedding Collection,Kids Indicraft Handcrafted Ethnic Patiyala,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/61xMviWPoTL._AC_UX500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61FtnTgzAQL._AC_UX500_.jpg,eid_collection,Boys,131.9,eid_collection,3,5,0,0,kids-indicraft-handcrafted-ethnic-patiyala
96,Step n Style Womens Peacock Beaded Sandals Flats Shoes Pakistani Indian Sandals,Step n Style Womens Peacock,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/61KoU7JG-lL._AC_UX500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61qAB2Sdv6L._AC_UX500_.jpg,eid_collection,Women,132.9,eid_collection,2,3,0,0,step-n-style-womens-peacock
97,Step n Style Handmade Jutti Khussa Shoes Indian Pakistani Shoes Ethnic Flat Shoes,Step n Style Handmade Jutti,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/61UbOgB7xDL._AC_UX500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61jCiBSSp1L._AC_UX500_.jpg,eid_collection,Women,133.9,eid_collection,2,1,2,1,step-n-style-handmade-jutti
98,Step n Style Punjabi Jutti Flip Flop Khussa Shoes Casual Mojari Salwar Kameez Shoe,Step n Style Punjabi Jutti,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/61fFNYvM%2BDL._AC_UX500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61DQwrQmZ8L._AC_UX500_.jpg,eid_collection,Women,134.9,eid_collection,4,2,0,3,step-n-style-punjabi-jutti
99,Step n Style Women Pure Leather Designer Pakistani Juti Punjabi Jutti Ethnic Mojari Handmade Shoes,Step n Style Women Pure,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/51CbikG7cgL._AC_UX500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61lPhaBrVBL._AC_UX500_.jpg,eid_collection,Women,135.9,eid_collection,1,5,3,2,step-n-style-women-pure
100,Step n Style Women's Leather Khussa Flat Sandals Loafer Jaipuri Jutti Shoes,Step n Style Women's Leather,"Lorem Ipsum of is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",https://images-na.ssl-images-amazon.com/images/I/71Byh2hAVxL._AC_UX500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71xPZVXDoTL._AC_UX500_.jpg,eid_collection,Women,136.9,eid_collection,0,3,2,1,step-n-style-womens-leather
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
